"GEO_ID","NAME","B19013D_001M","B19013D_001MA","B19013D_001E","B19013D_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013813300","Census Tract 8133, Maricopa County, Arizona","18505","null","102826","null",
"1400000US04013813400","Census Tract 8134, Maricopa County, Arizona","51225","null","93350","null",
"1400000US04013813500","Census Tract 8135, Maricopa County, Arizona","30065","null","123864","null",
"1400000US04013813600","Census Tract 8136, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013813700","Census Tract 8137, Maricopa County, Arizona","**","**","-","-",
"1400000US04013813800","Census Tract 8138, Maricopa County, Arizona","51518","null","12125","null",
"1400000US04013813900","Census Tract 8139, Maricopa County, Arizona","31868","null","83641","null",
"1400000US04013814000","Census Tract 8140, Maricopa County, Arizona","**","**","-","-",
"1400000US04013814100","Census Tract 8141, Maricopa County, Arizona","89320","null","133468","null",
"1400000US04013814200","Census Tract 8142, Maricopa County, Arizona","41581","null","71944","null",
"1400000US04013814300","Census Tract 8143, Maricopa County, Arizona","100802","null","54762","null",
"1400000US04013814400","Census Tract 8144, Maricopa County, Arizona","44233","null","71000","null",
"1400000US04013814500","Census Tract 8145, Maricopa County, Arizona","55408","null","96250","null",
"1400000US04013814600","Census Tract 8146, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013814700","Census Tract 8147, Maricopa County, Arizona","**","**","-","-",
"1400000US04013814800","Census Tract 8148, Maricopa County, Arizona","30356","null","34231","null",
"1400000US04013814900","Census Tract 8149, Maricopa County, Arizona","**","**","-","-",
"1400000US04013815000","Census Tract 8150, Maricopa County, Arizona","46840","null","119837","null",
"1400000US04013815100","Census Tract 8151, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013815200","Census Tract 8152, Maricopa County, Arizona","177691","null","19732","null",
"1400000US04013815300","Census Tract 8153, Maricopa County, Arizona","29302","null","116395","null",
"1400000US04013815400","Census Tract 8154, Maricopa County, Arizona","67925","null","111250","null",
"1400000US04013815500","Census Tract 8155, Maricopa County, Arizona","50301","null","105789","null",
"1400000US04013815600","Census Tract 8156, Maricopa County, Arizona","92024","null","110477","null",
"1400000US04013815700","Census Tract 8157, Maricopa County, Arizona","59672","null","80875","null",
"1400000US04013815800","Census Tract 8158, Maricopa County, Arizona","48493","null","108438","null",
"1400000US04013815900","Census Tract 8159, Maricopa County, Arizona","44615","null","80500","null",
"1400000US04013816000","Census Tract 8160, Maricopa County, Arizona","44019","null","81563","null",
"1400000US04013816100","Census Tract 8161, Maricopa County, Arizona","407","null","86387","null",
"1400000US04013816200","Census Tract 8162, Maricopa County, Arizona","158883","null","99276","null",
"1400000US04013816300","Census Tract 8163, Maricopa County, Arizona","**","**","-","-",
"1400000US04013816400","Census Tract 8164, Maricopa County, Arizona","51529","null","67941","null",
"1400000US04013816500","Census Tract 8165, Maricopa County, Arizona","**","**","-","-",
"1400000US04013816600","Census Tract 8166, Maricopa County, Arizona","68749","null","78661","null",
"1400000US04013816700","Census Tract 8167, Maricopa County, Arizona","88582","null","83661","null",
"1400000US04013816800","Census Tract 8168, Maricopa County, Arizona","**","**","-","-",
"1400000US04013816900","Census Tract 8169, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817000","Census Tract 8170, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817100","Census Tract 8171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817200","Census Tract 8172, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817300","Census Tract 8173, Maricopa County, Arizona","95669","null","78750","null",
"1400000US04013817400","Census Tract 8174, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817500","Census Tract 8175, Maricopa County, Arizona","**","**","-","-",
"1400000US04013817600","Census Tract 8176, Maricopa County, Arizona","**","**","-","-",
"1400000US04013940700","Census Tract 9407, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941000","Census Tract 9410, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941100","Census Tract 9411, Maricopa County, Arizona","**","**","-","-",
"1400000US04013941200","Census Tract 9412, Maricopa County, Arizona","88683","null","24219","null",
"1400000US04013941300","Census Tract 9413, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980100","Census Tract 9801, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980400","Census Tract 9804, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980500","Census Tract 9805, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980600","Census Tract 9806, Maricopa County, Arizona","**","**","-","-",
"1400000US04013980700","Census Tract 9807, Maricopa County, Arizona","**","**","-","-",
"1400000US04015940400","Census Tract 9404, Mohave County, Arizona","**","**","-","-",
"1400000US04015940501","Census Tract 9405.01, Mohave County, Arizona","**","**","-","-",
"1400000US04015950100","Census Tract 9501, Mohave County, Arizona","21383","null","108583","null",
"1400000US04015950401","Census Tract 9504.01, Mohave County, Arizona","**","**","-","-",
"1400000US04015950402","Census Tract 9504.02, Mohave County, Arizona","**","**","-","-",
"1400000US04015950500","Census Tract 9505, Mohave County, Arizona","**","**","-","-",
"1400000US04015950600","Census Tract 9506, Mohave County, Arizona","**","**","-","-",
"1400000US04015950703","Census Tract 9507.03, Mohave County, Arizona","**","**","-","-",
"1400000US04015950704","Census Tract 9507.04, Mohave County, Arizona","**","**","-","-",
"1400000US04015950705","Census Tract 9507.05, Mohave County, Arizona","**","**","-","-",
"1400000US04015950706","Census Tract 9507.06, Mohave County, Arizona","**","**","-","-",
"1400000US04015951401","Census Tract 9514.01, Mohave County, Arizona","46478","null","37396","null",
"1400000US04015951402","Census Tract 9514.02, Mohave County, Arizona","57097","null","52868","null",
"1400000US04015951501","Census Tract 9515.01, Mohave County, Arizona","41090","null","55846","null",
"1400000US04015951502","Census Tract 9515.02, Mohave County, Arizona","102054","null","70481","null",
"1400000US04015951601","Census Tract 9516.01, Mohave County, Arizona","**","**","-","-",
"1400000US04015951602","Census Tract 9516.02, Mohave County, Arizona","**","**","-","-",
"1400000US04015951700","Census Tract 9517, Mohave County, Arizona","**","**","-","-",
"1400000US04015951800","Census Tract 9518, Mohave County, Arizona","**","**","-","-",
"1400000US04015951900","Census Tract 9519, Mohave County, Arizona","**","**","-","-",
"1400000US04015952001","Census Tract 9520.01, Mohave County, Arizona","53845","null","121827","null",
"1400000US04015952002","Census Tract 9520.02, Mohave County, Arizona","9986","null","64361","null",
"1400000US04015952003","Census Tract 9520.03, Mohave County, Arizona","10067","null","25603","null",
"1400000US04015952004","Census Tract 9520.04, Mohave County, Arizona","**","**","-","-",
"1400000US04015952400","Census Tract 9524, Mohave County, Arizona","**","**","-","-",
"1400000US04015952500","Census Tract 9525, Mohave County, Arizona","146880","null","90167","null",
"1400000US04015952600","Census Tract 9526, Mohave County, Arizona","**","**","-","-",
"1400000US04015952700","Census Tract 9527, Mohave County, Arizona","**","**","-","-",
"1400000US04015952800","Census Tract 9528, Mohave County, Arizona","**","**","-","-",
"1400000US04015952900","Census Tract 9529, Mohave County, Arizona","**","**","-","-",
"1400000US04015953000","Census Tract 9530, Mohave County, Arizona","**","**","-","-",
"1400000US04015953100","Census Tract 9531, Mohave County, Arizona","**","**","-","-",
"1400000US04015953200","Census Tract 9532, Mohave County, Arizona","**","**","-","-",
"1400000US04015953300","Census Tract 9533, Mohave County, Arizona","57541","null","12333","null",
"1400000US04015953401","Census Tract 9534.01, Mohave County, Arizona","**","**","-","-",
"1400000US04015953402","Census Tract 9534.02, Mohave County, Arizona","**","**","-","-",
"1400000US04015953601","Census Tract 9536.01, Mohave County, Arizona","**","**","-","-",
"1400000US04015953602","Census Tract 9536.02, Mohave County, Arizona","**","**","-","-",
"1400000US04015953800","Census Tract 9538, Mohave County, Arizona","**","**","-","-",
"1400000US04015953900","Census Tract 9539, Mohave County, Arizona","**","**","-","-",
"1400000US04015954800","Census Tract 9548, Mohave County, Arizona","110750","null","82857","null",
"1400000US04015954900","Census Tract 9549, Mohave County, Arizona","**","**","-","-",
"1400000US04015955000","Census Tract 9550, Mohave County, Arizona","***","***","2,500-","2,500-",
"1400000US04017940008","Census Tract 9400.08, Navajo County, Arizona","**","**","-","-",
"1400000US04017940010","Census Tract 9400.10, Navajo County, Arizona","**","**","-","-",
"1400000US04017940011","Census Tract 9400.11, Navajo County, Arizona","5740","null","46875","null",
"1400000US04017940012","Census Tract 9400.12, Navajo County, Arizona","**","**","-","-",
"1400000US04017940013","Census Tract 9400.13, Navajo County, Arizona","**","**","-","-",
"1400000US04017940014","Census Tract 9400.14, Navajo County, Arizona","**","**","-","-",
"1400000US04017940015","Census Tract 9400.15, Navajo County, Arizona","**","**","-","-",
"1400000US04017940100","Census Tract 9401, Navajo County, Arizona","**","**","-","-",
"1400000US04017940301","Census Tract 9403.01, Navajo County, Arizona","***","***","2,500-","2,500-",
"1400000US04017940302","Census Tract 9403.02, Navajo County, Arizona","**","**","-","-",
"1400000US04017942300","Census Tract 9423, Navajo County, Arizona","**","**","-","-",
"1400000US04017942400","Census Tract 9424, Navajo County, Arizona","**","**","-","-",
"1400000US04017942500","Census Tract 9425, Navajo County, Arizona","**","**","-","-",
"1400000US04017960100","Census Tract 9601, Navajo County, Arizona","**","**","-","-",
"1400000US04017960200","Census Tract 9602, Navajo County, Arizona","**","**","-","-",
"1400000US04017960400","Census Tract 9604, Navajo County, Arizona","**","**","-","-",
"1400000US04017960500","Census Tract 9605, Navajo County, Arizona","**","**","-","-",
"1400000US04017960600","Census Tract 9606, Navajo County, Arizona","115017","null","120263","null",
"1400000US04017961300","Census Tract 9613, Navajo County, Arizona","**","**","-","-",
"1400000US04017961700","Census Tract 9617, Navajo County, Arizona","**","**","-","-",
"1400000US04017962500","Census Tract 9625, Navajo County, Arizona","**","**","-","-",
"1400000US04017963300","Census Tract 9633, Navajo County, Arizona","**","**","-","-",
"1400000US04017963400","Census Tract 9634, Navajo County, Arizona","**","**","-","-",
"1400000US04017963700","Census Tract 9637, Navajo County, Arizona","**","**","-","-",
"1400000US04017963800","Census Tract 9638, Navajo County, Arizona","**","**","-","-",
"1400000US04017964201","Census Tract 9642.01, Navajo County, Arizona","**","**","-","-",
"1400000US04017964202","Census Tract 9642.02, Navajo County, Arizona","**","**","-","-",
"1400000US04017964800","Census Tract 9648, Navajo County, Arizona","**","**","-","-",
"1400000US04017964900","Census Tract 9649, Navajo County, Arizona","**","**","-","-",
"1400000US04017965200","Census Tract 9652, Navajo County, Arizona","**","**","-","-",
"1400000US04017965300","Census Tract 9653, Navajo County, Arizona","**","**","-","-",
"1400000US04019000100","Census Tract 1, Pima County, Arizona","**","**","-","-",
"1400000US04019000200","Census Tract 2, Pima County, Arizona","25991","null","52768","null",
"1400000US04019000300","Census Tract 3, Pima County, Arizona","**","**","-","-",
"1400000US04019000400","Census Tract 4, Pima County, Arizona","22861","null","3167","null",
"1400000US04019000500","Census Tract 5, Pima County, Arizona","13608","null","17102","null",
"1400000US04019000600","Census Tract 6, Pima County, Arizona","**","**","-","-",
"1400000US04019000700","Census Tract 7, Pima County, Arizona","2046","null","14750","null",
"1400000US04019000800","Census Tract 8, Pima County, Arizona","**","**","-","-",
"1400000US04019000900","Census Tract 9, Pima County, Arizona","**","**","-","-",
"1400000US04019001000","Census Tract 10, Pima County, Arizona","**","**","-","-",
"1400000US04019001100","Census Tract 11, Pima County, Arizona","**","**","-","-",
"1400000US04019001200","Census Tract 12, Pima County, Arizona","**","**","-","-",
"1400000US04019001302","Census Tract 13.02, Pima County, Arizona","24569","null","37708","null",
"1400000US04019001303","Census Tract 13.03, Pima County, Arizona","43169","null","36656","null",
"1400000US04019001304","Census Tract 13.04, Pima County, Arizona","78145","null","21641","null",
"1400000US04019001400","Census Tract 14, Pima County, Arizona","18509","null","16583","null",
"1400000US04019001500","Census Tract 15, Pima County, Arizona","10075","null","7418","null",
"1400000US04019001600","Census Tract 16, Pima County, Arizona","81464","null","16773","null",
"1400000US04019001700","Census Tract 17, Pima County, Arizona","**","**","-","-",
"1400000US04019001801","Census Tract 18.01, Pima County, Arizona","26920","null","49773","null",
"1400000US04019001802","Census Tract 18.02, Pima County, Arizona","39500","null","36528","null",
"1400000US04019001900","Census Tract 19, Pima County, Arizona","187873","null","123750","null",
"1400000US04019002000","Census Tract 20, Pima County, Arizona","126919","null","19338","null",
"1400000US04019002100","Census Tract 21, Pima County, Arizona","**","**","-","-",
"1400000US04019002201","Census Tract 22.01, Pima County, Arizona","**","**","-","-",
"1400000US04019002202","Census Tract 22.02, Pima County, Arizona","**","**","-","-",
"1400000US04019002300","Census Tract 23, Pima County, Arizona","**","**","-","-",
"1400000US04019002400","Census Tract 24, Pima County, Arizona","**","**","-","-",
"1400000US04019002501","Census Tract 25.01, Pima County, Arizona","**","**","-","-",
"1400000US04019002503","Census Tract 25.03, Pima County, Arizona","**","**","-","-",
"1400000US04019002504","Census Tract 25.04, Pima County, Arizona","5306","null","23884","null",
"1400000US04019002505","Census Tract 25.05, Pima County, Arizona","5846","null","38203","null",
"1400000US04019002506","Census Tract 25.06, Pima County, Arizona","68165","null","95694","null",
"1400000US04019002602","Census Tract 26.02, Pima County, Arizona","24444","null","28272","null",
"1400000US04019002603","Census Tract 26.03, Pima County, Arizona","**","**","-","-",
"1400000US04019002604","Census Tract 26.04, Pima County, Arizona","**","**","-","-",
"1400000US04019002701","Census Tract 27.01, Pima County, Arizona","59932","null","28698","null",
"1400000US04019002702","Census Tract 27.02, Pima County, Arizona","64621","null","51304","null",
"1400000US04019002703","Census Tract 27.03, Pima County, Arizona","161689","null","4943","null",
"1400000US04019002801","Census Tract 28.01, Pima County, Arizona","**","**","-","-",
"1400000US04019002802","Census Tract 28.02, Pima County, Arizona","**","**","-","-",
"1400000US04019002803","Census Tract 28.03, Pima County, Arizona","**","**","-","-",
"1400000US04019002901","Census Tract 29.01, Pima County, Arizona","28907","null","66875","null",
"1400000US04019002903","Census Tract 29.03, Pima County, Arizona","152223","null","140476","null",
"1400000US04019002904","Census Tract 29.04, Pima County, Arizona","31316","null","42083","null",
"1400000US04019002905","Census Tract 29.05, Pima County, Arizona","110846","null","24489","null",
"1400000US04019003002","Census Tract 30.02, Pima County, Arizona","**","**","-","-",
"1400000US04019003003","Census Tract 30.03, Pima County, Arizona","**","**","-","-",
"1400000US04019003004","Census Tract 30.04, Pima County, Arizona","379763","null","102361","null",
"1400000US04019003101","Census Tract 31.01, Pima County, Arizona","32427","null","23000","null",
"1400000US04019003102","Census Tract 31.02, Pima County, Arizona","107489","null","27386","null",
"1400000US04019003200","Census Tract 32, Pima County, Arizona","**","**","-","-",
"1400000US04019003302","Census Tract 33.02, Pima County, Arizona","51531","null","19353","null",
"1400000US04019003303","Census Tract 33.03, Pima County, Arizona","3509","null","11306","null",
"1400000US04019003304","Census Tract 33.04, Pima County, Arizona","34122","null","11747","null",
"1400000US04019003400","Census Tract 34, Pima County, Arizona","**","**","-","-",
"1400000US04019003501","Census Tract 35.01, Pima County, Arizona","85216","null","63482","null",
"1400000US04019003502","Census Tract 35.02, Pima County, Arizona","132698","null","34844","null",
"1400000US04019003503","Census Tract 35.03, Pima County, Arizona","14633","null","18625","null",
"1400000US04019003504","Census Tract 35.04, Pima County, Arizona","145059","null","135625","null",
"1400000US04019003600","Census Tract 36, Pima County, Arizona","**","**","-","-",
"1400000US04019003702","Census Tract 37.02, Pima County, Arizona","**","**","-","-",
"1400000US04019003704","Census Tract 37.04, Pima County, Arizona","**","**","-","-",
"1400000US04019003705","Census Tract 37.05, Pima County, Arizona","**","**","-","-",
"1400000US04019003706","Census Tract 37.06, Pima County, Arizona","**","**","-","-",
"1400000US04019003707","Census Tract 37.07, Pima County, Arizona","**","**","-","-",
"1400000US04019003801","Census Tract 38.01, Pima County, Arizona","**","**","-","-",
"1400000US04019003802","Census Tract 38.02, Pima County, Arizona","37086","null","27625","null",
"1400000US04019003901","Census Tract 39.01, Pima County, Arizona","**","**","-","-",
"1400000US04019003902","Census Tract 39.02, Pima County, Arizona","**","**","-","-",
"1400000US04019003903","Census Tract 39.03, Pima County, Arizona","**","**","-","-",
"1400000US04019004008","Census Tract 40.08, Pima County, Arizona","51066","null","27500","null",
"1400000US04019004010","Census Tract 40.10, Pima County, Arizona","158381","null","39125","null",
"1400000US04019004011","Census Tract 40.11, Pima County, Arizona","20642","null","31637","null",
"1400000US04019004022","Census Tract 40.22, Pima County, Arizona","41013","null","40119","null",
"1400000US04019004025","Census Tract 40.25, Pima County, Arizona","33722","null","139545","null",
"1400000US04019004026","Census Tract 40.26, Pima County, Arizona","160193","null","9674","null",
"1400000US04019004029","Census Tract 40.29, Pima County, Arizona","15993","null","55089","null",
"1400000US04019004030","Census Tract 40.30, Pima County, Arizona","**","**","-","-",
"1400000US04019004031","Census Tract 40.31, Pima County, Arizona","**","**","-","-",
"1400000US04019004032","Census Tract 40.32, Pima County, Arizona","119452","null","12159","null",
"1400000US04019004033","Census Tract 40.33, Pima County, Arizona","62354","null","52273","null",
"1400000US04019004034","Census Tract 40.34, Pima County, Arizona","106714","null","83409","null",
"1400000US04019004035","Census Tract 40.35, Pima County, Arizona","**","**","-","-",
"1400000US04019004036","Census Tract 40.36, Pima County, Arizona","**","**","-","-",
"1400000US04019004037","Census Tract 40.37, Pima County, Arizona","**","**","-","-",
"1400000US04019004038","Census Tract 40.38, Pima County, Arizona","75602","null","53214","null",
"1400000US04019004039","Census Tract 40.39, Pima County, Arizona","13881","null","31964","null",
"1400000US04019004042","Census Tract 40.42, Pima County, Arizona","50423","null","42404","null",
"1400000US04019004043","Census Tract 40.43, Pima County, Arizona","23461","null","86429","null",
"1400000US04019004044","Census Tract 40.44, Pima County, Arizona","**","**","-","-",
"1400000US04019004046","Census Tract 40.46, Pima County, Arizona","61643","null","81500","null",
"1400000US04019004047","Census Tract 40.47, Pima County, Arizona","29974","null","139231","null",
"1400000US04019004048","Census Tract 40.48, Pima County, Arizona","30595","null","41921","null",
"1400000US04019004049","Census Tract 40.49, Pima County, Arizona","**","**","-","-",
"1400000US04019004050","Census Tract 40.50, Pima County, Arizona","**","**","-","-",
"1400000US04019004051","Census Tract 40.51, Pima County, Arizona","15675","null","191250","null",
"1400000US04019004052","Census Tract 40.52, Pima County, Arizona","**","**","-","-",
"1400000US04019004053","Census Tract 40.53, Pima County, Arizona","3219","null","109138","null",
"1400000US04019004054","Census Tract 40.54, Pima County, Arizona","146931","null","115167","null",
"1400000US04019004055","Census Tract 40.55, Pima County, Arizona","40836","null","7055","null",
"1400000US04019004056","Census Tract 40.56, Pima County, Arizona","**","**","-","-",
"1400000US04019004057","Census Tract 40.57, Pima County, Arizona","114378","null","82222","null",
"1400000US04019004058","Census Tract 40.58, Pima County, Arizona","53768","null","77768","null",
"1400000US04019004061","Census Tract 40.61, Pima County, Arizona","16328","null","134643","null",
"1400000US04019004062","Census Tract 40.62, Pima County, Arizona","30074","null","90294","null",
"1400000US04019004063","Census Tract 40.63, Pima County, Arizona","68965","null","39234","null",
"1400000US04019004064","Census Tract 40.64, Pima County, Arizona","175738","null","189609","null",
"1400000US04019004065","Census Tract 40.65, Pima County, Arizona","49334","null","88804","null",
"1400000US04019004066","Census Tract 40.66, Pima County, Arizona","**","**","-","-",
"1400000US04019004067","Census Tract 40.67, Pima County, Arizona","125640","null","110217","null",
"1400000US04019004068","Census Tract 40.68, Pima County, Arizona","131241","null","72019","null",
"1400000US04019004069","Census Tract 40.69, Pima County, Arizona","57300","null","53095","null",
"1400000US04019004070","Census Tract 40.70, Pima County, Arizona","**","**","-","-",
"1400000US04019004071","Census Tract 40.71, Pima County, Arizona","**","**","-","-",
"1400000US04019004072","Census Tract 40.72, Pima County, Arizona","**","**","-","-",
"1400000US04019004073","Census Tract 40.73, Pima County, Arizona","135598","null","157875","null",
"1400000US04019004074","Census Tract 40.74, Pima County, Arizona","102894","null","155417","null",
"1400000US04019004107","Census Tract 41.07, Pima County, Arizona","**","**","-","-",
"1400000US04019004109","Census Tract 41.09, Pima County, Arizona","**","**","-","-",
"1400000US04019004110","Census Tract 41.10, Pima County, Arizona","30156","null","11615","null",
"1400000US04019004112","Census Tract 41.12, Pima County, Arizona","**","**","-","-",
"1400000US04019004113","Census Tract 41.13, Pima County, Arizona","**","**","-","-",
"1400000US04019004114","Census Tract 41.14, Pima County, Arizona","26457","null","62050","null",
"1400000US04019004115","Census Tract 41.15, Pima County, Arizona","6142","null","94659","null",
"1400000US04019004116","Census Tract 41.16, Pima County, Arizona","66968","null","61736","null",
"1400000US04019004117","Census Tract 41.17, Pima County, Arizona","**","**","-","-",
"1400000US04019004119","Census Tract 41.19, Pima County, Arizona","**","**","-","-",
"1400000US04019004120","Census Tract 41.20, Pima County, Arizona","**","**","-","-",
"1400000US04019004122","Census Tract 41.22, Pima County, Arizona","**","**","-","-",
"1400000US04019004307","Census Tract 43.07, Pima County, Arizona","**","**","-","-",
"1400000US04019004310","Census Tract 43.10, Pima County, Arizona","**","**","-","-",
"1400000US04019004311","Census Tract 43.11, Pima County, Arizona","**","**","-","-",
"1400000US04019004312","Census Tract 43.12, Pima County, Arizona","**","**","-","-",
"1400000US04019004313","Census Tract 43.13, Pima County, Arizona","**","**","-","-",
"1400000US04019004316","Census Tract 43.16, Pima County, Arizona","**","**","-","-",
"1400000US04019004317","Census Tract 43.17, Pima County, Arizona","30650","null","19583","null",
"1400000US04019004320","Census Tract 43.20, Pima County, Arizona","**","**","-","-",
"1400000US04019004321","Census Tract 43.21, Pima County, Arizona","68155","null","62059","null",
"1400000US04019004322","Census Tract 43.22, Pima County, Arizona","**","**","-","-",
"1400000US04019004323","Census Tract 43.23, Pima County, Arizona","55477","null","51591","null",
"1400000US04019004324","Census Tract 43.24, Pima County, Arizona","**","**","-","-",
"1400000US04019004325","Census Tract 43.25, Pima County, Arizona","**","**","-","-",
"1400000US04019004326","Census Tract 43.26, Pima County, Arizona","**","**","-","-",
"1400000US04019004327","Census Tract 43.27, Pima County, Arizona","**","**","-","-",
"1400000US04019004328","Census Tract 43.28, Pima County, Arizona","**","**","-","-",
"1400000US04019004329","Census Tract 43.29, Pima County, Arizona","**","**","-","-",
"1400000US04019004330","Census Tract 43.30, Pima County, Arizona","**","**","-","-",
"1400000US04019004331","Census Tract 43.31, Pima County, Arizona","**","**","-","-",
"1400000US04019004332","Census Tract 43.32, Pima County, Arizona","**","**","-","-",
"1400000US04019004333","Census Tract 43.33, Pima County, Arizona","244069","null","130125","null",
"1400000US04019004334","Census Tract 43.34, Pima County, Arizona","59134","null","7214","null",
"1400000US04019004404","Census Tract 44.04, Pima County, Arizona","**","**","-","-",
"1400000US04019004407","Census Tract 44.07, Pima County, Arizona","**","**","-","-",
"1400000US04019004411","Census Tract 44.11, Pima County, Arizona","14213","null","25720","null",
"1400000US04019004412","Census Tract 44.12, Pima County, Arizona","42864","null","84750","null",
"1400000US04019004413","Census Tract 44.13, Pima County, Arizona","46334","null","63281","null",
"1400000US04019004414","Census Tract 44.14, Pima County, Arizona","20877","null","65781","null",
"1400000US04019004415","Census Tract 44.15, Pima County, Arizona","**","**","-","-",
"1400000US04019004418","Census Tract 44.18, Pima County, Arizona","**","**","-","-",
"1400000US04019004419","Census Tract 44.19, Pima County, Arizona","**","**","-","-",
"1400000US04019004421","Census Tract 44.21, Pima County, Arizona","**","**","-","-",
"1400000US04019004422","Census Tract 44.22, Pima County, Arizona","114217","null","95547","null",
"1400000US04019004423","Census Tract 44.23, Pima County, Arizona","**","**","-","-",
"1400000US04019004424","Census Tract 44.24, Pima County, Arizona","**","**","-","-",
"1400000US04019004425","Census Tract 44.25, Pima County, Arizona","**","**","-","-",
"1400000US04019004426","Census Tract 44.26, Pima County, Arizona","82997","null","60526","null",
"1400000US04019004427","Census Tract 44.27, Pima County, Arizona","39048","null","136005","null",
"1400000US04019004428","Census Tract 44.28, Pima County, Arizona","**","**","-","-",
"1400000US04019004429","Census Tract 44.29, Pima County, Arizona","13901","null","63704","null",
"1400000US04019004430","Census Tract 44.30, Pima County, Arizona","**","**","-","-",
"1400000US04019004431","Census Tract 44.31, Pima County, Arizona","74113","null","120192","null",
"1400000US04019004504","Census Tract 45.04, Pima County, Arizona","184690","null","26964","null",
"1400000US04019004505","Census Tract 45.05, Pima County, Arizona","135682","null","66964","null",
"1400000US04019004506","Census Tract 45.06, Pima County, Arizona","**","**","-","-",
"1400000US04019004508","Census Tract 45.08, Pima County, Arizona","1115","null","21398","null",
"1400000US04019004510","Census Tract 45.10, Pima County, Arizona","***","***","2,500-","2,500-",
"1400000US04019004511","Census Tract 45.11, Pima County, Arizona","12642","null","41393","null",
"1400000US04019004512","Census Tract 45.12, Pima County, Arizona","**","**","-","-",
"1400000US04019004513","Census Tract 45.13, Pima County, Arizona","**","**","-","-",
"1400000US04019004610","Census Tract 46.10, Pima County, Arizona","**","**","-","-",
"1400000US04019004613","Census Tract 46.13, Pima County, Arizona","**","**","-","-",
"1400000US04019004614","Census Tract 46.14, Pima County, Arizona","15319","null","39722","null",
"1400000US04019004615","Census Tract 46.15, Pima County, Arizona","180569","null","235679","null",
"1400000US04019004616","Census Tract 46.16, Pima County, Arizona","191757","null","65568","null",
"1400000US04019004617","Census Tract 46.17, Pima County, Arizona","64488","null","33194","null",
"1400000US04019004618","Census Tract 46.18, Pima County, Arizona","125698","null","110714","null",
"1400000US04019004619","Census Tract 46.19, Pima County, Arizona","119701","null","75313","null",
"1400000US04019004620","Census Tract 46.20, Pima County, Arizona","31989","null","4875","null",
"1400000US04019004621","Census Tract 46.21, Pima County, Arizona","139444","null","87614","null",
"1400000US04019004622","Census Tract 46.22, Pima County, Arizona","**","**","-","-",
"1400000US04019004623","Census Tract 46.23, Pima County, Arizona","**","**","-","-",
"1400000US04019004624","Census Tract 46.24, Pima County, Arizona","157840","null","87784","null",
"1400000US04019004625","Census Tract 46.25, Pima County, Arizona","60799","null","24500","null",
"1400000US04019004626","Census Tract 46.26, Pima County, Arizona","62995","null","36917","null",
"1400000US04019004627","Census Tract 46.27, Pima County, Arizona","1591","null","46620","null",
"1400000US04019004628","Census Tract 46.28, Pima County, Arizona","**","**","-","-",
"1400000US04019004630","Census Tract 46.30, Pima County, Arizona","**","**","-","-",
"1400000US04019004631","Census Tract 46.31, Pima County, Arizona","97793","null","128036","null",
"1400000US04019004632","Census Tract 46.32, Pima County, Arizona","269140","null","167891","null",
"1400000US04019004633","Census Tract 46.33, Pima County, Arizona","**","**","-","-",
"1400000US04019004634","Census Tract 46.34, Pima County, Arizona","**","**","-","-",
"1400000US04019004635","Census Tract 46.35, Pima County, Arizona","105858","null","36875","null",
"1400000US04019004636","Census Tract 46.36, Pima County, Arizona","300115","null","136250","null",
"1400000US04019004638","Census Tract 46.38, Pima County, Arizona","**","**","-","-",
"1400000US04019004639","Census Tract 46.39, Pima County, Arizona","**","**","-","-",
"1400000US04019004640","Census Tract 46.40, Pima County, Arizona","68043","null","84219","null",
"1400000US04019004641","Census Tract 46.41, Pima County, Arizona","***","***","2,500-","2,500-",
"1400000US04019004642","Census Tract 46.42, Pima County, Arizona","**","**","-","-",
"1400000US04019004643","Census Tract 46.43, Pima County, Arizona","**","**","-","-",
"1400000US04019004644","Census Tract 46.44, Pima County, Arizona","**","**","-","-",
"1400000US04019004645","Census Tract 46.45, Pima County, Arizona","**","**","-","-",
"1400000US04019004646","Census Tract 46.46, Pima County, Arizona","**","**","-","-",
"1400000US04019004647","Census Tract 46.47, Pima County, Arizona","13545","null","37333","null",
